sofifa_id,short_name,primary_position,role_group,overall,club_name,league_name,nationality_name,PTS
240665,C. Moros Gracia,CB,DEF,63,Mjällby AIF,Swedish Allsvenskan,Spain,39.15
250725,M. Diarra,LWB,DEF,63,Toulouse Football Club,French Ligue 2,France,39.15
220057,H. Lennon,CB,DEF,61,Wrexham AFC,English National League,England,39.15
243345,J. Rieckmann,CB,DEF,61,1. FC Magdeburg,German 3. Bundesliga,Germany,39.15
251167,S. Raux-Yao,CB,DEF,61,KSV Cercle Brugge,Belgian Jupiler Pro League,France,39.15
259634,J. Zemura,LB,DEF,61,AFC Bournemouth,English League Championship,Zimbabwe,39.15
259907,J. Jiménez,CB,DEF,61,Guayaquil City FC,Ecuadorian Serie A,Ecuador,39.15
236292,G. Cuomo,CB,DEF,60,Crotone,Italian Serie B,Italy,39.15
247533,J. Boyer,LB,DEF,60,Clermont Foot 63,French Ligue 1,France,39.15
255850,T. Hata,LM,MID,59,Shonan Bellmare,Japanese J. League Division 1,Japan,39.15
262806,T. Tymosiak,CDM,MID,58,Górnik Łęczna,Polish T-Mobile Ekstraklasa,Poland,39.15
188782,M. Morrison,CB,DEF,71,Reading,English League Championship,England,39.1
239614,Areso,RB,DEF,67,CA Osasuna,Spain Primera Division,Spain,39.1
241970,H. Delbridge,CB,DEF,67,Incheon United FC,Korean K League 1,Australia,39.1
260841,D. Kolinger,CB,DEF,66,Vejle Boldklub,Danish Superliga,Croatia,39.1
243702,D. Spence,RB,DEF,65,Nottingham Forest,English League Championship,England,39.1
221961,A. Torralvo,LB,DEF,64,La Equidad,Colombian Liga Postobón,Colombia,39.1
251451,F. Jäkel,CB,DEF,64,KV Oostende,Belgian Jupiler Pro League,Germany,39.1
245406,S. Bojang,RB,DEF,63,FK Haugesund,Norwegian Eliteserien,Gambia,39.1
260354,D. Okamura,CB,DEF,63,Hokkaido Consadole Sapporo,Japanese J. League Division 1,Japan,39.1
255115,J. Rivas,RB,DEF,62,Club Universidad Nacional,Mexican Liga MX,Mexico,39.1
262677,M. Świdzikowski,CB,DEF,60,Radomiak Radom,Polish T-Mobile Ekstraklasa,Poland,39.1
264141,O. Offiah,CB,DEF,59,Brighton & Hove Albion,English Premier League,England,39.1
226837,Li Chao,CB,DEF,58,Wuhan FC,Chinese Super League,China PR,39.1
263652,A. Husic,CB,DEF,55,FC Lausanne-Sport,Swiss Super League,Switzerland,39.1
259648,B. Singh,RB,DEF,52,Jamshedpur FC,Indian Super League,India,39.1
261190,B. Al Hurayji,CAM,MID,52,Al Batin,Saudi Abdul L. Jameel League,Saudi Arabia,39.1
253786,B. Velarde,CB,DEF,66,Club Universitario de Deportes,Peruvian Primera División,Peru,39.099999999999994
253147,T. Datković,CB,DEF,64,Real Salt Lake,USA Major League Soccer,Croatia,39.099999999999994
257071,E. Kaplan,LB,DEF,59,İstanbul Başakşehir FK,Turkish Süper Lig,Azerbaijan,39.099999999999994
263485,A. Mitran,LB,DEF,55,FC Dinamo 1948 Bucureşti,Romanian Liga I,Romania,39.099999999999994
200110,M. Bizot,GK,GK,77,Stade Brestois 29,French Ligue 1,Netherlands,39.050000000000004
232136,F. Mayembo,CB,DEF,69,Le Havre AC,French Ligue 2,Congo,39.050000000000004
264480,S. Canestrelli,CB,DEF,62,Crotone,Italian Serie B,Italy,39.050000000000004
226116,R. Sweeney,CB,DEF,64,Dundee FC,Scottish Premiership,Republic of Ireland,39.05
262938,S. Andreou,CB,DEF,64,Royal Charleroi S.C.,Belgian Jupiler Pro League,Cyprus,39.05
257863,C. Hall,CB,DEF,63,Harrogate Town,English League Two,England,39.05
260034,Á. Garcete,CB,DEF,63,Club River Plate Asunción,Paraguayan Primera División,Paraguay,39.05
247032,K. Hodžić,LWB,DEF,62,Mjällby AIF,Swedish Allsvenskan,Sweden,39.05
256950,J. Huysman,CDM,MID,62,USL Dunkerque,French Ligue 2,France,39.05
260511,L. Toco,CB,DEF,55,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,Bolivia,39.05
264080,S. Soiński,RB,DEF,53,Warta Poznań,Polish T-Mobile Ekstraklasa,Poland,39.05
263999,A. Rodriguez,CDM,MID,50,Chicago Fire Football Club,USA Major League Soccer,United States,39.05
210964,F. Ceccherini,CB,DEF,74,Hellas Verona,Italian Serie A,Italy,39.0
221909,J. Staněk,GK,GK,73,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,Czech Republic,39.0
208024,M. Wallace,CB,DEF,69,Millwall,English League Championship,Scotland,39.0
245347,M. Bauer,CB,DEF,69,SpVgg Greuther Fürth,German 1. Bundesliga,Germany,39.0
251336,M. Jarjué,CB,DEF,65,IF Elfsborg,Swedish Allsvenskan,Gambia,39.0
253039,M. Konaté,CDM,MID,64,Sint-Truidense VV,Belgian Jupiler Pro League,Guinea,39.0
251787,M. Kocić,LB,DEF,63,AFC Chindia Târgoviște,Romanian Liga I,Slovenia,39.0
261220,I. Mesina,CB,DEF,60,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,39.0
227182,A. Breslin,LB,DEF,59,Bohemian FC,Rep. Ireland Airtricity League,Republic of Ireland,39.0
258477,Y. Kalley,LB,DEF,59,FC Groningen,Holland Eredivisie,Sweden,39.0
241343,Qiu Tianyi,CB,DEF,57,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,39.0
264030,H. Jewitt-White,CM,MID,50,Portsmouth,English League One,Wales,39.0
208099,I. Runje,CB,DEF,68,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,Croatia,38.99999999999999
220140,F. Kent,CB,DEF,68,Peterborough United,English League Championship,England,38.95
225532,I. Cissé,CB,DEF,65,Stade Malherbe Caen,French Ligue 2,France,38.95
228870,B. Straalman,CB,DEF,64,Grenoble Foot 38,French Ligue 2,Netherlands,38.95
262547,T. Gunte,CB,DEF,62,FC Viktoria 1889 Berlin,German 3. Bundesliga,Germany,38.95
261495,S. Coulibaly,CB,DEF,61,Borussia Dortmund,German 1. Bundesliga,France,38.95
256236,T. Mase,RB,DEF,60,Vegalta Sendai,Japanese J. League Division 1,Japan,38.95
262597,A. Malanda,CB,DEF,59,Rodez Aveyron Football,French Ligue 2,France,38.95
248197,V. Murthy,LB,DEF,55,Mumbai City FC,Indian Super League,India,38.95
258003,M. Mannhardt,CDM,MID,53,TSV 1860 München,German 3. Bundesliga,Germany,38.95
261725,J. Charles,LB,DEF,51,Mansfield Town,English League Two,Republic of Ireland,38.95
256197,P. Hincapié,CB,DEF,70,Bayer 04 Leverkusen,German 1. Bundesliga,Ecuador,38.949999999999996
252488,K. Sardella,RB,DEF,67,RSC Anderlecht,Belgian Jupiler Pro League,Belgium,38.949999999999996
232687,H. Mitsumaru,LB,DEF,66,Kashiwa Reysol,Japanese J. League Division 1,Japan,38.949999999999996
155334,Kang Min Soo,CB,DEF,65,Incheon United FC,Korean K League 1,Korea Republic,38.949999999999996
240886,R. Menayese,CB,DEF,62,Walsall,English League Two,Wales,38.949999999999996
239906,S. Guidotti,CM,MID,60,FC Lugano,Swiss Super League,Switzerland,38.949999999999996
257036,R. Østrøm,RB,DEF,60,Odense Boldklub,Danish Superliga,Norway,38.949999999999996
230703,A. Karo,CB,DEF,58,APOEL Nicosia FC,Cypriot First Division,Cyprus,38.949999999999996
263243,K. Lepczyński,CB,DEF,55,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,Poland,38.949999999999996
256813,N. Gordon,CB,DEF,58,Birmingham City,English League Championship,England,38.900000000000006
238576,Jeong Tae Wook,CB,DEF,68,Daegu FC,Korean K League 1,Korea Republic,38.9
253400,Vitao,CB,DEF,67,Shakhtar Donetsk,Ukrainian Premier League,Brazil,38.9
254234,D. Arroyo,CDM,MID,67,CS Emelec,Ecuadorian Serie A,Ecuador,38.9
236271,L. Caicedo,CB,DEF,66,LDU Quito,Ecuadorian Serie A,Ecuador,38.9
208914,O. Hawsawi,CB,DEF,65,Al Ittihad,Saudi Abdul L. Jameel League,Saudi Arabia,38.9
254994,M. Tenho,CB,DEF,65,HJK Helsinki,Finnish Veikkausliiga,Finland,38.9
262765,N. Tasky,CB,DEF,63,TSV Havelse,German 3. Bundesliga,Germany,38.9
263050,J. Turi,CB,DEF,57,SV Ried,Austrian Football Bundesliga,Austria,38.9
244187,A. Mendy,LB,DEF,68,Clermont Foot 63,French Ligue 1,Senegal,38.85
245076,L. Racic,CB,DEF,62,Brentford,English Premier League,Denmark,38.85
246259,A. Grijalva,CB,DEF,58,CF Monterrey,Mexican Liga MX,Mexico,38.85
244515,C. Antwi,LB,DEF,62,FC Nordsjælland,Danish Superliga,Ghana,38.849999999999994
260561,K. Lomónaco,CB,DEF,61,Club Atlético Lanús,Argentina Primera División,Argentina,38.849999999999994
263442,Y. M'Bemba,CB,DEF,60,FC Nantes,French Ligue 1,France,38.849999999999994
261917,D. Tudi,CDM,MID,51,Changchun Yatai FC,Chinese Super League,China PR,38.849999999999994
248602,J. Greaves,CB,DEF,67,Hull City,English League Championship,England,38.800000000000004
259762,V. Kristiansen,LB,DEF,63,F.C. København,Danish Superliga,Denmark,38.800000000000004
206075,S. Johnstone,GK,GK,77,West Bromwich Albion,English League Championship,England,38.8
234515,J. Lefort,LB,DEF,72,BSC Young Boys,Swiss Super League,France,38.8
245849,M. Ross,CB,DEF,66,Aalborg BK,Danish Superliga,Denmark,38.8
255942,M. Tamás,CB,DEF,66,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,Hungary,38.8
235303,K. Pestka,LB,DEF,65,Cracovia,Polish T-Mobile Ekstraklasa,Poland,38.8
258023,V. Prijović,CB,DEF,55,Aalborg BK,Danish Superliga,Serbia,38.8
238779,J. Verlaat,CB,DEF,66,SV Waldhof Mannheim 07,German 3. Bundesliga,Netherlands,38.75
251289,T. Keller,CB,DEF,65,FC Ingolstadt 04,German 2. Bundesliga,Germany,38.75
226654,S. Ring,LWB,DEF,64,Kalmar FF,Swedish Allsvenskan,Sweden,38.75
232476,K. Shiihashi,CDM,MID,64,Kashiwa Reysol,Japanese J. League Division 1,Japan,38.75
252254,L. Lukacevic,LB,DEF,64,FC Flyeralarm Admira,Austrian Football Bundesliga,Austria,38.75
232850,T. Yanagi,RB,DEF,63,Hokkaido Consadole Sapporo,Japanese J. League Division 1,Japan,38.75
224631,Yang Shiyuan,CDM,MID,59,Shanghai Port FC,Chinese Super League,China PR,38.75
261496,M. Dijakovic,CB,DEF,59,SK Rapid Wien,Austrian Football Bundesliga,Austria,38.75
263608,J. Sonnenberg,CB,DEF,59,TSV Havelse,German 3. Bundesliga,Germany,38.75
230691,M. Kempter,LB,DEF,57,FC St. Gallen 1879,Swiss Super League,Philippines,38.75
227951,J. McCart,CB,DEF,67,St. Johnstone FC,Scottish Premiership,Scotland,38.7
212065,Jeong Dong Ho,RB,DEF,66,Suwon FC,Korean K League 1,Korea Republic,38.7
239259,R. Bushiri,CB,DEF,65,Norwich City,English Premier League,Belgium,38.7
258210,N. Marichal,CB,DEF,65,Club Nacional de Football,Uruguayan Primera División,Uruguay,38.7
224297,A. Gersbach,LB,DEF,64,Grenoble Foot 38,French Ligue 2,Australia,38.7
233410,Kweon Han Jin,CB,DEF,63,Jeju United FC,Korean K League 1,Korea Republic,38.7
262971,N. Tekijaški,CB,DEF,63,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,Serbia,38.7
240278,S. Szota,CB,DEF,62,Wisła Kraków,Polish T-Mobile Ekstraklasa,Poland,38.7
256964,D. Pike,RB,DEF,62,Blackburn Rovers,English League Championship,England,38.7
262940,A. Konstantopoulos,CB,DEF,61,K Beerschot VA,Belgian Jupiler Pro League,Greece,38.7
261359,Ž. Kolmanič,LB,DEF,60,Austin FC,USA Major League Soccer,Slovenia,38.7
262960,C. Gedsted,RB,DEF,55,Aalborg BK,Danish Superliga,Denmark,38.7
237556,C. Luyindama,CB,DEF,75,Galatasaray SK,Turkish Süper Lig,Congo DR,38.699999999999996
237086,Kim Min Jae,CB,DEF,74,Fenerbahçe SK,Turkish Süper Lig,Korea Republic,38.699999999999996
232870,N. Ueda,CB,DEF,68,Nîmes Olympique,French Ligue 2,Japan,38.699999999999996
228983,M. Caufriez,CB,DEF,66,Spartak Moskva,Russian Premier League,Belgium,38.699999999999996
216154,J. Elsey,CB,DEF,64,Newcastle Jets,Australian Hyundai A-League,Australia,38.699999999999996
236939,A. Ordóñez,CB,DEF,64,LDU Quito,Ecuadorian Serie A,Ecuador,38.699999999999996
231284,R. Delaney,CB,DEF,62,Morecambe,English League One,Republic of Ireland,38.699999999999996
231396,C. Kelly,CB,DEF,59,Bohemian FC,Rep. Ireland Airtricity League,Republic of Ireland,38.699999999999996
263632,I. Arslan,CB,DEF,55,Galatasaray SK,Turkish Süper Lig,Turkey,38.699999999999996
259129,K. Paulsen,CB,DEF,50,Viking FK,Norwegian Eliteserien,Norway,38.699999999999996
253644,J. Reyes,LB,DEF,66,Sport Huancayo,Peruvian Primera División,Peru,38.650000000000006
232713,D. Sappa,GK,GK,69,Arsenal de Sarandí,Argentina Primera División,Argentina,38.65
209196,P. Ziereis,CB,DEF,68,FC St. Pauli,German 2. Bundesliga,Germany,38.65
192070,J. Baffo,CB,DEF,64,Halmstads BK,Swedish Allsvenskan,Sweden,38.65
206520,Kim Won Sik,CDM,MID,63,GwangJu FC,Korean K League 1,Korea Republic,38.65
169609,J. Grounds,CB,DEF,62,Exeter City,English League Two,England,38.65
246002,L. Matheson,RWB,DEF,62,Wolverhampton Wanderers,English Premier League,England,38.65
263084,J. Fedl,CB,DEF,62,SV Meppen,German 3. Bundesliga,Germany,38.65
229184,T. Baack,CDM,MID,61,Sportclub Verl,German 3. Bundesliga,Germany,38.65
253760,D. Power,RB,DEF,56,Waterford FC,Rep. Ireland Airtricity League,Republic of Ireland,38.65
258373,M. Danciu,RW,FWD,55,Universitatea Craiova,Romanian Liga I,Romania,38.65
193080,De Gea,GK,GK,84,Manchester United,English Premier League,Spain,38.6
246157,E. Pletinckx,CB,DEF,66,SV Zulte Waregem,Belgian Jupiler Pro League,Belgium,38.6
247014,A. Keita,CB,DEF,65,Columbus Crew,USA Major League Soccer,United States,38.6
225876,D. Mendoza,LB,DEF,64,Guaireña FC,Paraguayan Primera División,Paraguay,38.6
258625,A. Barry,CB,DEF,64,SpVgg Greuther Fürth,German 1. Bundesliga,France,38.6
259682,E. Beltrán,RB,DEF,64,Cerro Largo Fútbol Club,Uruguayan Primera División,Uruguay,38.6
222625,N. Smith,CB,DEF,62,Port Vale,English League Two,England,38.6
236459,M. Wasielewski,RWB,DEF,62,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,Poland,38.6
259280,R. Priso,CDM,MID,61,Toronto FC,USA Major League Soccer,Canada,38.6
262950,H. Bah-Traoré,RB,DEF,61,Borussia Dortmund II,German 3. Bundesliga,Germany,38.6
258878,S. Hasukawa,CB,DEF,60,FC Tokyo,Japanese J. League Division 1,Japan,38.6
237175,L. Freestone,CB,DEF,59,Cheltenham Town,English League One,England,38.6
248264,N. Kumar,RB,DEF,59,Kerala Blasters FC,Indian Super League,India,38.6
252447,U. Zengin,CB,DEF,57,Gazişehir Gaziantep F.K.,Turkish Süper Lig,Turkey,38.6
263417,P. Joly,CB,DEF,55,AJ Auxerre,French Ligue 2,France,38.6
263962,J. Szymański,CB,DEF,53,Górnik Zabrze,Polish T-Mobile Ekstraklasa,Poland,38.6
259426,A. Al Ghamdi,CDM,MID,52,Ettifaq FC,Saudi Abdul L. Jameel League,Saudi Arabia,38.6
243101,Zhang Hui,CM,MID,48,Hebei FC,Chinese Super League,China PR,38.6
228883,B. Gimber,CDM,MID,68,SSV Jahn Regensburg,German 2. Bundesliga,Germany,38.599999999999994
211002,Hwang Seok Ho,CB,DEF,67,Sagan Tosu,Japanese J. League Division 1,Korea Republic,38.599999999999994
250810,M. Ekpiteta,CB,DEF,66,Blackpool,English League Championship,England,38.599999999999994
239051,J. Albert,CB,DEF,61,Clermont Foot 63,French Ligue 1,France,38.599999999999994
223764,N. Das,LB,DEF,58,Chennaiyin FC,Indian Super League,India,38.599999999999994
260078,L. Rosenlöcher,LB,DEF,58,1. FC Nürnberg,German 2. Bundesliga,Germany,38.599999999999994
188336,A. Tuia,CB,DEF,68,Lecce,Italian Serie B,Italy,38.550000000000004
242003,D. Foulon,LB,DEF,66,Benevento,Italian Serie B,Belgium,38.550000000000004
263089,F. Kleinhansl,LB,DEF,63,VfL Osnabrück,German 3. Bundesliga,Germany,38.550000000000004
247359,M. Nuhu,CB,DEF,59,FC St. Gallen 1879,Swiss Super League,Ghana,38.550000000000004
264099,L. Everink,RB,DEF,58,FC Twente,Holland Eredivisie,Netherlands,38.550000000000004
224003,Sergio Herrera,GK,GK,78,CA Osasuna,Spain Primera Division,Spain,38.55
223265,M. Devlin,CB,DEF,64,Aberdeen,Scottish Premiership,Scotland,38.55
260542,M. Cortave,CB,DEF,64,Club Social y Deportivo Macará,Ecuadorian Serie A,Argentina,38.55
258609,A. Fouda,LB,DEF,62,Stade Malherbe Caen,French Ligue 2,Cameroon,38.55
248488,D. Szot,RB,DEF,61,Wisła Kraków,Polish T-Mobile Ekstraklasa,Poland,38.55
263480,L. Škaričić,CB,DEF,61,Hajduk Split,Croatian Prva HNL,Croatia,38.55
237705,D. Pierias,RW,FWD,60,Western United FC,Australian Hyundai A-League,Australia,38.55
264235,G. Overman,LB,DEF,59,Sparta Rotterdam,Holland Eredivisie,Netherlands,38.55
260418,A. García,CB,DEF,58,Gallos Blancos de Querétaro,Mexican Liga MX,Mexico,38.55
255817,E. Mejía,LB,DEF,56,Sociedad Deportiva Aucas,Ecuadorian Serie A,Ecuador,38.55
248007,A. Patache,RB,DEF,65,FC Botoşani,Romanian Liga I,Romania,38.5
264288,Alexandre Penetra,CB,DEF,62,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Portugal,38.5
261523,N. Cova,LB,DEF,59,Metropolitanos de Caracas FC,Venezuelan Primera División,Venezuela,38.5
263458,E. Bejic,CB,DEF,58,FK Austria Wien,Austrian Football Bundesliga,Austria,38.5
245743,J. Marsiglia,LB,DEF,57,Deportivo Cali,Colombian Liga Postobón,Colombia,38.5
254640,R. Akbib,CB,DEF,57,Royal Charleroi S.C.,Belgian Jupiler Pro League,Belgium,38.5
264576,E. Mitchell,CDM,MID,52,Plymouth Argyle,English League One,United States,38.5
256993,P. Ramfangzauva,CDM,MID,52,Odisha FC,Indian Super League,India,38.49999999999999
241411,T. Holmes,CB,DEF,67,Reading,English League Championship,England,38.45
251684,J. Tunnicliffe,CB,DEF,64,Crawley Town,English League Two,England,38.45
200633,R. McDonald,CB,DEF,62,Carlisle United,English League Two,England,38.45
253384,C. Ibañez,LB,DEF,62,Club Atlético Huracán,Argentina Primera División,Argentina,38.45
253712,Apuia,CDM,MID,59,Mumbai City FC,Indian Super League,India,38.45
255671,J. Martínes,LM,MID,56,Club Always Ready,Liga de Fútbol Profesional Boliviano,Bolivia,38.45
247889,Y. Dukuly,LM,MID,55,Adelaide United,Australian Hyundai A-League,Australia,38.45
232571,S. Nakatani,CB,DEF,68,Nagoya Grampus,Japanese J. League Division 1,Japan,38.449999999999996
239118,B. Țîru,CB,DEF,67,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,Romania,38.449999999999996
231650,J. Bamert,CB,DEF,65,FC Sion,Swiss Super League,Switzerland,38.449999999999996
255585,Y. Hakamata,CB,DEF,64,Yokohama FC,Japanese J. League Division 1,Japan,38.449999999999996
235064,C. MacDonald,LB,DEF,63,Tranmere Rovers,English League Two,Scotland,38.449999999999996
237095,Lee Ji Hoon,RB,DEF,61,GwangJu FC,Korean K League 1,Korea Republic,38.449999999999996
256931,G. Başkan,CB,DEF,61,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Turkey,38.449999999999996
228250,H. Al Ruwaili,RB,DEF,60,Al Taawoun,Saudi Abdul L. Jameel League,Saudi Arabia,38.449999999999996
247528,C. Ndaba,CB,DEF,58,Salford City,English League Two,Republic of Ireland,38.449999999999996
259052,J. Quiñonez,CB,DEF,57,Club Libertad,Paraguayan Primera División,Paraguay,38.400000000000006
260802,R. Jurkovskis,LB,DEF,56,Dundalk FC,Rep. Ireland Airtricity League,Latvia,38.400000000000006
230708,J. Worrall,CB,DEF,72,Nottingham Forest,English League Championship,England,38.4
228682,R. Rebolledo,RB,DEF,68,Universidad Católica,Chilian Campeonato Nacional,Chile,38.4
253344,L. Segovia,CB,DEF,68,Independiente del Valle,Ecuadorian Serie A,Ecuador,38.4
242746,C. Goteni,CB,DEF,61,Grenoble Foot 38,French Ligue 2,France,38.4
256148,J. Espinoza,CDM,MID,60,LDU Quito,Ecuadorian Serie A,Ecuador,38.4
261010,I. Kanda,RB,DEF,60,Gaz Metan Mediaş,Romanian Liga I,France,38.4
264283,B. Bekaroğlu,CB,DEF,60,Fatih Karagümrük S.K.,Turkish Süper Lig,Turkey,38.4
253657,Lan Jingxuan,CB,DEF,50,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,38.4
248003,A. Burcă,CB,DEF,71,CFR Cluj,Romanian Liga I,Romania,38.35
167993,V. Stojković,GK,GK,70,Al Fayha,Saudi Abdul L. Jameel League,Serbia,38.35
237245,E. Segura,CB,DEF,70,Los Angeles FC,USA Major League Soccer,Colombia,38.35
247197,Ming Tian,RB,DEF,68,Wuhan FC,Chinese Super League,China PR,38.35
239523,M. Rossmann,CB,DEF,65,Viktoria Köln,German 3. Bundesliga,Germany,38.35
244538,S. Bauer,CB,DEF,65,FC Flyeralarm Admira,Austrian Football Bundesliga,Austria,38.35
228928,S. Lavelle,CB,DEF,64,Charlton Athletic,English League One,Scotland,38.35
247073,U. Godwin-Malife,CB,DEF,63,Forest Green Rovers,English League Two,England,38.35
229182,R. Cundy,CB,DEF,62,Bristol City,English League Championship,England,38.35
245628,A. Abqar,CB,DEF,61,Deportivo Alavés,Spain Primera Division,Morocco,38.35
262219,B. Meijer,LB,DEF,59,FC Groningen,Holland Eredivisie,Netherlands,38.35
248039,K. Barker,CDM,MID,51,Peterborough United,English League Championship,England,38.35
239814,D. Batubinsika,CB,DEF,69,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,France,38.349999999999994
247027,Ruan,RB,DEF,68,Orlando City Soccer Club,USA Major League Soccer,Brazil,38.349999999999994
225739,Jin Yangyang,CB,DEF,61,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,38.349999999999994
246709,A. Skipper,CB,DEF,61,Brøndby IF,Danish Superliga,Denmark,38.349999999999994
253793,J. Quintero,CB,DEF,59,Deportivo Táchira FC,Venezuelan Primera División,Venezuela,38.300000000000004
260853,T. Sakurai,CDM,MID,54,Vissel Kobe,Japanese J. League Division 1,Japan,38.300000000000004
233449,Pan Ximing,CB,DEF,51,Hebei FC,Chinese Super League,China PR,38.300000000000004
163757,J. Walsh,CB,DEF,65,Lincoln City,English League One,Wales,38.3
237926,J. Mahon,CB,DEF,62,Sligo Rovers,Rep. Ireland Airtricity League,Republic of Ireland,38.3
260930,K. Sildillia,CB,DEF,62,Sport-Club Freiburg,German 1. Bundesliga,France,38.3
247673,M. Ahmed,RB,DEF,61,Al Ain FC,UAE Arabian Gulf League,United Arab Emirates,38.3
253607,C. Ramos,CDM,MID,61,Deportivo Táchira FC,Venezuelan Primera División,Venezuela,38.3
264178,Joselu Guerra,CDM,MID,60,Real Oviedo,Spanish Segunda División,Spain,38.3
245075,Kang Yun Koo,LM,MID,57,Incheon United FC,Korean K League 1,Korea Republic,38.3
264154,S. Visentin,CB,DEF,55,Crotone,Italian Serie B,Argentina,38.3
225100,J. Gomez,CB,DEF,82,Liverpool,English Premier League,England,38.25
238862,Lucas Possignolo,CB,DEF,69,Portimonense SC,Portuguese Liga ZON SAGRES,Brazil,38.25
244786,T. Hájek,CB,DEF,66,Vitesse,Holland Eredivisie,Czech Republic,38.25
258361,S. Kennedy,CB,DEF,66,SSV Jahn Regensburg,German 2. Bundesliga,Canada,38.25
194937,T. Parkes,CB,DEF,63,Livingston FC,Scottish Premiership,England,38.25
240322,H. Brockbank,RB,DEF,60,Bolton Wanderers,English League One,England,38.25
258892,O. Blomberg,RB,DEF,60,SK Brann,Norwegian Eliteserien,Norway,38.25
264153,D. Mondonico,CB,DEF,59,Crotone,Italian Serie B,Italy,38.25
262761,Y. Ozaki,CB,DEF,54,Vissel Kobe,Japanese J. League Division 1,Japan,38.25
252421,M. Al Dawsari,RB,DEF,61,Al Raed,Saudi Abdul L. Jameel League,Saudi Arabia,38.24999999999999
232873,K. Machida,CB,DEF,67,Kashima Antlers,Japanese J. League Division 1,Japan,38.2
255213,S. Mokono,RB,DEF,61,FC Utrecht,Holland Eredivisie,Netherlands,38.2
263623,Hugo Oliveira,RB,DEF,60,FC Vizela,Portuguese Liga ZON SAGRES,Portugal,38.2
243698,L. Meisl,CB,DEF,65,SV Ried,Austrian Football Bundesliga,Austria,38.199999999999996
261427,J. Lencinas,CB,DEF,63,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,Argentina,38.199999999999996
246825,T. Nakamura,RB,DEF,62,FC Tokyo,Japanese J. League Division 1,Japan,38.199999999999996
261884,D. Calcaterra,CB,DEF,60,Newell's Old Boys,Argentina Primera División,Argentina,38.199999999999996
254643,Z. Bailey,RB,DEF,58,FC Cincinnati,USA Major League Soccer,United States,38.199999999999996
252385,J. Sweeney,LB,DEF,53,Leyton Orient,English League Two,England,38.199999999999996
252317,D. Nemeth,CB,DEF,69,1. FSV Mainz 05,German 1. Bundesliga,Austria,38.150000000000006
215419,C. Kerr,RB,DEF,64,Dundee FC,Scottish Premiership,Scotland,38.150000000000006
205659,A. Cragno,GK,GK,81,Cagliari,Italian Serie A,Italy,38.15
209711,R. Thelander,CB,DEF,69,Aalborg BK,Danish Superliga,Denmark,38.15
210044,C. Burgess,CB,DEF,68,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,England,38.15
204219,A. Jackson,CB,DEF,65,Lincoln City,English League One,England,38.15
237116,K. Ford,CB,DEF,65,Colorado Rapids,USA Major League Soccer,United States,38.15
235143,M. Welch-Hayes,RB,DEF,62,Colchester United,English League Two,England,38.15
252736,H. Ali,RB,DEF,59,Örebro SK,Swedish Allsvenskan,Sweden,38.15
260584,K. Moriyama,CB,DEF,56,Avispa Fukuoka,Japanese J. League Division 1,Japan,38.15
258972,I. Touré,CB,DEF,59,Le Havre AC,French Ligue 2,France,38.14999999999999
192119,T. Courtois,GK,GK,89,Real Madrid CF,Spain Primera Division,Belgium,38.1
178584,A. Pearce,CB,DEF,68,Millwall,English League Championship,Republic of Ireland,38.1
236308,R. Marchizza,LB,DEF,68,Empoli,Italian Serie A,Italy,38.1
212018,Koo Ja Ryong,CB,DEF,66,Jeonbuk Hyundai Motors,Korean K League 1,Korea Republic,38.1
255047,P. Adorno,CB,DEF,65,Club Cerro Porteño,Paraguayan Primera División,Paraguay,38.1
240248,R. Hutton,RWB,DEF,63,Barrow,English League Two,England,38.1
262404,F. Bacher,CB,DEF,63,WSG Tirol,Austrian Football Bundesliga,Austria,38.1
244891,M. Żyro,CB,DEF,62,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,Poland,38.1
251905,M. Woledzi,CB,DEF,62,FC Nordsjælland,Danish Superliga,Ghana,38.1
264442,P. Strompf,CB,DEF,62,Eintracht Braunschweig,German 3. Bundesliga,Germany,38.1
233687,T. Odusina,CB,DEF,61,Hartlepool United,English League Two,England,38.1
244501,M. Orłowski,RB,DEF,61,Górnik Łęczna,Polish T-Mobile Ekstraklasa,Poland,38.1
258317,J. Lawlor,CB,DEF,60,Hartlepool United,English League Two,England,38.1
